,neg,neu,pos,compound,label
38471,0.031,0.78,0.189,0.7257,Positive
38472,0,1,0,0,Neutral
38473,0,1,0,0,Neutral
38474,0,1,0,0,Neutral
38475,0,1,0,0,Neutral
38476,0,0.649,0.351,0.8213,Positive
38477,0,1,0,0,Neutral
38478,0.111,0.889,0,-0.128,Negative
38479,0,0.839,0.161,0.3595,Positive
38480,0,1,0,0,Neutral
38481,0.086,0.741,0.173,0.2732,Positive
38482,0,1,0,0,Neutral
38483,0,1,0,0,Neutral
38484,0.697,0.303,0,-0.3182,Negative
38485,0.241,0.759,0,-0.2263,Negative
38486,0,1,0,0,Neutral
38487,0,1,0,0,Neutral
38488,0,0.626,0.374,0.762,Positive
38489,0.259,0.517,0.224,-0.1027,Negative
38490,0,1,0,0,Neutral
38491,0,1,0,0,Neutral
38492,0.756,0.244,0,-0.4767,Negative
38493,0,0.676,0.324,0.34,Positive
38494,0.277,0.723,0,-0.3182,Negative
38495,0.28,0.3,0.42,0.34,Positive
38496,0.393,0.607,0,-0.3802,Negative
38497,0,1,0,0,Neutral
38498,0,0.615,0.385,0.481,Positive
38499,0,0.486,0.514,0.7506,Positive
38500,0.277,0.361,0.361,0.1779,Positive
38501,0,1,0,0,Neutral
38502,0,0.625,0.375,0.3818,Positive
38503,0,1,0,0,Neutral
38504,0.178,0.822,0,-0.0772,Negative
38505,0,0.714,0.286,0.4215,Positive
38506,0,1,0,0,Neutral
38507,0.246,0.627,0.127,-0.3954,Negative
38508,0,1,0,0,Neutral
38509,0.187,0.813,0,-0.3182,Negative
38510,0,0.75,0.25,0.4588,Positive
38511,0,0.88,0.12,0.4824,Positive
38512,0,0.828,0.172,0.481,Positive
38513,0,1,0,0,Neutral
38514,0,1,0,0,Neutral
38515,0.108,0.892,0,-0.3182,Negative
38516,0.266,0.734,0,-0.5597,Negative
38517,0,1,0,0,Neutral
38518,0.259,0.741,0,-0.5423,Negative
38519,0,1,0,0,Neutral
38520,0,0.671,0.329,0.6597,Positive
38521,0.218,0.495,0.287,0.1779,Positive
38522,0,1,0,0,Neutral
38523,0.193,0.807,0,-0.4782,Negative
38524,0,1,0,0,Neutral
38525,0,1,0,0,Neutral
38526,0,1,0,0,Neutral
38527,0,0.934,0.066,0.2144,Positive
38528,0,1,0,0,Neutral
38529,0,1,0,0,Neutral
38530,0.277,0.723,0,-0.3182,Negative
38531,0,1,0,0,Neutral
38532,0,0.548,0.452,0.5106,Positive
38533,0,0.87,0.13,0.2732,Positive
38534,0.517,0.483,0,-0.8613,Negative
38535,0.522,0.29,0.188,-0.5106,Negative
38536,0,1,0,0,Neutral
38537,0,1,0,0,Neutral
38538,0,1,0,0,Neutral
38539,0,1,0,0,Neutral
38540,0,0.323,0.677,0.2732,Positive
38541,0.186,0.814,0,-0.6908,Negative
38542,0,0.585,0.415,0.4278,Positive
38543,0.524,0.476,0,-0.296,Negative
38544,0,1,0,0,Neutral
38545,0,1,0,0,Neutral
38546,0,1,0,0,Neutral
38547,0,0.679,0.321,0.4278,Positive
38548,0.279,0.721,0,-0.4767,Negative
38549,0,1,0,0,Neutral
38550,0,1,0,0,Neutral
38551,0.147,0.739,0.114,0.0083,Neutral
38552,0,1,0,0,Neutral
38553,0,0.855,0.145,0.296,Positive
38554,0,0.536,0.464,0.6369,Positive
38555,0,1,0,0,Neutral
38556,0,0.684,0.316,0.7184,Positive
38557,0,0.75,0.25,0.25,Positive
38558,0,1,0,0,Neutral
38559,0,1,0,0,Neutral
38560,0,1,0,0,Neutral
38561,0,0.674,0.326,0.4404,Positive
38562,0,1,0,0,Neutral
38563,0,1,0,0,Neutral
38564,0.249,0.751,0,-0.6486,Negative
38565,0.277,0.723,0,-0.3182,Negative
38566,0.28,0.72,0,-0.5411,Negative
38567,0,1,0,0,Neutral
38568,0.126,0.874,0,-0.3182,Negative
38569,0,0.706,0.294,0.5777,Positive
38570,0,1,0,0,Neutral
38571,0,1,0,0,Neutral
38572,0.187,0.813,0,-0.3182,Negative
38573,0,1,0,0,Neutral
38574,0,1,0,0,Neutral
38575,0,1,0,0,Neutral
38576,0,0.811,0.189,0.2732,Positive
38577,0,0.713,0.287,0.6408,Positive
38578,0.081,0.827,0.092,0.0595,Positive
38579,0,1,0,0,Neutral
38580,0,1,0,0,Neutral
38581,0,1,0,0,Neutral
38582,0,1,0,0,Neutral
38583,0.22,0.508,0.271,0.1531,Positive
38584,0,1,0,0,Neutral
38585,0,0.6,0.4,0.6125,Positive
38586,0,1,0,0,Neutral
38587,0,0.824,0.176,0.5927,Positive
38588,0.308,0.692,0,-0.4588,Negative
38589,0,1,0,0,Neutral
38590,0.183,0.817,0,-0.4215,Negative
38591,0,1,0,0,Neutral
38592,0,1,0,0,Neutral
38593,0,1,0,0,Neutral
38594,0,1,0,0,Neutral
38595,0,1,0,0,Neutral
38596,0.379,0.345,0.276,-0.2263,Negative
38597,0.315,0.685,0,-0.3182,Negative
38598,0.085,0.777,0.139,0.193,Positive
38599,0.259,0.741,0,-0.4215,Negative
38600,0,1,0,0,Neutral
38601,0.649,0.351,0,-0.5719,Negative
38602,0,0.714,0.286,0.34,Positive
38603,0,0.8,0.2,0.3612,Positive
38604,0,1,0,0,Neutral
38605,0,1,0,0,Neutral
38606,0,1,0,0,Neutral
38607,0.279,0.721,0,-0.4767,Negative
38608,0,0.585,0.415,0.4278,Positive
38609,0.328,0.672,0,-0.5994,Negative
38610,0,0.722,0.278,0.4019,Positive
38611,0,1,0,0,Neutral
38612,0,1,0,0,Neutral
38613,0,0.698,0.302,0.5994,Positive
38614,0,0.551,0.449,0.9164,Positive
38615,0,1,0,0,Neutral
38616,0,0.588,0.412,0.6369,Positive
38617,0,1,0,0,Neutral
38618,0,0.804,0.196,0.296,Positive
38619,0.383,0.617,0,-0.4767,Negative
38620,0.12,0.743,0.137,0.186,Positive
38621,0,1,0,0,Neutral
38622,0,1,0,0,Neutral
38623,0,1,0,0,Neutral
38624,0,1,0,0,Neutral
38625,0,1,0,0,Neutral
38626,0,0.585,0.415,0.4278,Positive
38627,0,1,0,0,Neutral
38628,0,1,0,0,Neutral
38629,0,0.698,0.302,0.6834,Positive
38630,0,0.284,0.716,0.6166,Positive
38631,0,1,0,0,Neutral
38632,0,0.667,0.333,0.25,Positive
38633,0,1,0,0,Neutral
38634,0.068,0.932,0,-0.3875,Negative
38635,0.09,0.492,0.418,0.7896,Positive
38636,0.247,0.494,0.259,0.0516,Positive
38637,0.249,0.611,0.141,-0.3164,Negative
38638,0.199,0.801,0,-0.8476,Negative
38639,0,1,0,0,Neutral
38640,0.211,0.789,0,-0.4939,Negative
38641,0,1,0,0,Neutral
38642,0,0.514,0.486,0.4278,Positive
38643,0,0.322,0.678,0.7443,Positive
38644,0,1,0,0,Neutral
38645,0,1,0,0,Neutral
38646,0,1,0,0,Neutral
38647,0,1,0,0,Neutral
38648,0,0.732,0.268,0.296,Positive
38649,0.316,0.526,0.158,-0.3626,Negative
38650,0,1,0,0,Neutral
38651,0,1,0,0,Neutral
38652,0.168,0.632,0.2,0.1531,Positive
38653,0,0.763,0.237,0.4215,Positive
38654,0,1,0,0,Neutral
38655,0,1,0,0,Neutral
38656,0,1,0,0,Neutral
38657,0,1,0,0,Neutral
38658,0,0.723,0.277,0.3182,Positive
38659,0,0.681,0.319,0.8176,Positive
38660,0.091,0.909,0,-0.1027,Negative
38661,0,0.8,0.2,0.4588,Positive
38662,0,1,0,0,Neutral
38663,0,1,0,0,Neutral
38664,0,0.818,0.182,0.4588,Positive
38665,0,0.577,0.423,0.765,Positive
38666,0,0.541,0.459,0.1779,Positive
38667,0,1,0,0,Neutral
38668,0,0.737,0.263,0.3612,Positive
38669,0,1,0,0,Neutral
38670,0,0.865,0.135,0.3612,Positive
38671,0.268,0.732,0,-0.6956,Negative
38672,0,1,0,0,Neutral
38673,0.296,0.704,0,-0.638,Negative
38674,0,0.745,0.255,0.34,Positive
38675,0.346,0.654,0,-0.6408,Negative
38676,0,1,0,0,Neutral
38677,0,1,0,0,Neutral
38678,0,1,0,0,Neutral
38679,0,1,0,0,Neutral
38680,0,0.708,0.292,0.4391,Positive
38681,0,1,0,0,Neutral
38682,0,0.693,0.307,0.7351,Positive
38683,0,1,0,0,Neutral
38684,0,0.545,0.455,0.3612,Positive
38685,0,1,0,0,Neutral
38686,0,0.818,0.182,0.4404,Positive
38687,0.279,0.721,0,-0.4753,Negative
38688,0,1,0,0,Neutral
38689,0,1,0,0,Neutral
38690,0,1,0,0,Neutral
38691,0,1,0,0,Neutral
38692,0.236,0.764,0,-0.5719,Negative
38693,0.494,0.506,0,-0.5994,Negative
38694,0,1,0,0,Neutral
38695,0,0.727,0.273,0.4588,Positive
38696,0,1,0,0,Neutral
38697,0,1,0,0,Neutral
38698,0,0.741,0.259,0.6808,Positive
38699,0,1,0,0,Neutral
38700,0,0.656,0.344,0.2732,Positive
38701,0,0.727,0.273,0.4585,Positive
38702,0.201,0.733,0.066,-0.5719,Negative
38703,0,1,0,0,Neutral
38704,0,1,0,0,Neutral
38705,0,1,0,0,Neutral
38706,0,1,0,0,Neutral
38707,0,0.762,0.238,0.2942,Positive
38708,0,1,0,0,Neutral
38709,0,1,0,0,Neutral
38710,0,1,0,0,Neutral
38711,0,1,0,0,Neutral
38712,0,1,0,0,Neutral
38713,0,1,0,0,Neutral
38714,0,1,0,0,Neutral
38715,0,1,0,0,Neutral
38716,0,1,0,0,Neutral
38717,0,0.723,0.277,0.3182,Positive
38718,0,1,0,0,Neutral
38719,0.099,0.901,0,-0.3182,Negative
38720,0,1,0,0,Neutral
38721,0,1,0,0,Neutral
38722,0,1,0,0,Neutral
38723,0,0.645,0.355,0.296,Positive
38724,0,1,0,0,Neutral
38725,0,1,0,0,Neutral
38726,0,1,0,0,Neutral
38727,0.33,0.446,0.223,-0.296,Negative
38728,0,1,0,0,Neutral
38729,0,1,0,0,Neutral
38730,0,1,0,0,Neutral
38731,0,1,0,0,Neutral
38732,0.531,0.469,0,-0.5267,Negative
38733,0,0.725,0.275,0.2263,Positive
38734,0,1,0,0,Neutral
38735,0,1,0,0,Neutral
38736,0,1,0,0,Neutral
38737,0.219,0.781,0,-0.1027,Negative
38738,0.322,0.678,0,-0.2263,Negative
38739,0,0.692,0.308,0.1984,Positive
38740,0,1,0,0,Neutral
38741,0,0.694,0.306,0.5267,Positive
38742,0.286,0.581,0.133,-0.5719,Negative
38743,0,1,0,0,Neutral
38744,0.277,0.723,0,-0.3182,Negative
38745,0,0.791,0.209,0.4404,Positive
38746,0,1,0,0,Neutral
38747,0.05,0.897,0.053,0.0258,Neutral
38748,0,1,0,0,Neutral
38749,0,0.84,0.16,0.2263,Positive
38750,0,0.674,0.326,0.4404,Positive
38751,0.277,0.723,0,-0.3182,Negative
38752,0.251,0.599,0.15,-0.4019,Negative
38753,0.172,0.828,0,-0.4404,Negative
38754,0,0.878,0.122,0.2023,Positive
38755,0.252,0.593,0.156,-0.3182,Negative
38756,0,0.661,0.339,0.7324,Positive
38757,0,1,0,0,Neutral
38758,0.508,0.492,0,-0.4767,Negative
38759,0,0.414,0.586,0.4278,Positive
38760,0.552,0.448,0,-0.5719,Negative
38761,0,1,0,0,Neutral
38762,0.164,0.703,0.133,-0.1697,Negative
38763,0,0.714,0.286,0.1531,Positive
38764,0.065,0.873,0.062,-0.0258,Neutral
38765,0,0.692,0.308,0.4588,Positive
38766,0.09,0.91,0,-0.3736,Negative
38767,0,1,0,0,Neutral
38768,0,0.832,0.168,0.4278,Positive
38769,0,0.724,0.276,0.4939,Positive
38770,0,1,0,0,Neutral
38771,0,1,0,0,Neutral
38772,0,1,0,0,Neutral
38773,0.128,0.743,0.129,0.0085,Neutral
38774,0.2,0.8,0,-0.5413,Negative
38775,0,1,0,0,Neutral
38776,0,1,0,0,Neutral
38777,0,1,0,0,Neutral
38778,0,1,0,0,Neutral
38779,0,0.811,0.189,0.4199,Positive
38780,0,1,0,0,Neutral
38781,0,0.663,0.337,0.68,Positive
38782,0,1,0,0,Neutral
38783,0.298,0.496,0.206,-0.1867,Negative
38784,0,0.725,0.275,0.6767,Positive
38785,0.106,0.894,0,-0.0772,Negative
38786,0,0.707,0.293,0.4404,Positive
38787,0,1,0,0,Neutral
38788,0,0.756,0.244,0.4404,Positive
38789,0,1,0,0,Neutral
38790,0,0.606,0.394,0.3818,Positive
38791,0,1,0,0,Neutral
38792,0,1,0,0,Neutral
38793,0,1,0,0,Neutral
38794,0,0.698,0.302,0.7782,Positive
38795,0,0.859,0.141,0.3818,Positive
38796,0,1,0,0,Neutral
38797,0,1,0,0,Neutral
38798,0.059,0.873,0.068,0.0935,Positive
38799,0,0.857,0.143,0.4588,Positive
38800,0,0.667,0.333,0.3612,Positive
38801,0,1,0,0,Neutral
38802,0,1,0,0,Neutral
38803,0,1,0,0,Neutral
38804,0.238,0.762,0,-0.3612,Negative
38805,0,1,0,0,Neutral
38806,0.444,0.556,0,-0.4939,Negative
38807,0.182,0.818,0,-0.25,Negative
38808,0.214,0.5,0.287,0.4151,Positive
38809,0.449,0.551,0,-0.5983,Negative
38810,0.131,0.779,0.09,-0.2677,Negative
38811,0.222,0.778,0,-0.5719,Negative
38812,0.365,0.635,0,-0.6808,Negative
38813,0,1,0,0,Neutral
38814,0.128,0.872,0,-0.6124,Negative
38815,0,0.804,0.196,0.296,Positive
38816,0.169,0.756,0.075,-0.501,Negative
38817,0,0.909,0.091,0.6909,Positive
38818,0.236,0.764,0,-0.5267,Negative
38819,0,1,0,0,Neutral
38820,0.224,0.776,0,-0.3818,Negative
38821,0,1,0,0,Neutral
38822,0,1,0,0,Neutral
38823,0,0.577,0.423,0.296,Positive
38824,0,1,0,0,Neutral
38825,0,0.686,0.314,0.4939,Positive
38826,0.216,0.784,0,-0.296,Negative
38827,0,0.511,0.489,0.694,Positive
38828,0,1,0,0,Neutral
38829,0,1,0,0,Neutral
38830,0.209,0.791,0,-0.5719,Negative
38831,0,1,0,0,Neutral
38832,0,0.839,0.161,0.3612,Positive
38833,0.079,0.835,0.086,0.0387,Neutral
38834,0,1,0,0,Neutral
38835,0,1,0,0,Neutral
38836,0,1,0,0,Neutral
38837,0.239,0.761,0,-0.296,Negative
38838,0,0.455,0.545,0.5562,Positive
38839,0,1,0,0,Neutral
38840,0,1,0,0,Neutral
38841,0,1,0,0,Neutral
38842,0.275,0.616,0.109,-0.5574,Negative
38843,0,0.656,0.344,0.6408,Positive
38844,0,0.652,0.348,0.4939,Positive
38845,0.247,0.753,0,-0.6792,Negative
38846,0,0.778,0.222,0.5294,Positive
38847,0,1,0,0,Neutral
38848,0,0.714,0.286,0.4939,Positive
38849,0,1,0,0,Neutral
38850,0.158,0.557,0.285,0.4101,Positive
38851,0,1,0,0,Neutral
38852,0,1,0,0,Neutral
38853,0,1,0,0,Neutral
38854,0,1,0,0,Neutral
38855,0.185,0.815,0,-0.4497,Negative
38856,0,0.531,0.469,0.6486,Positive
38857,0.326,0.674,0,-0.4404,Negative
38858,0,0.507,0.493,0.7032,Positive
38859,0.562,0.438,0,-0.7291,Negative
38860,0.161,0.788,0.051,-0.7096,Negative
38861,0,1,0,0,Neutral
38862,0,1,0,0,Neutral
38863,0.297,0.703,0,-0.6408,Negative
38864,0,0.864,0.136,0.5106,Positive
38865,0.209,0.791,0,-0.5719,Negative
38866,0.18,0.82,0,-0.5106,Negative
38867,0.226,0.774,0,-0.5859,Negative
38868,0.145,0.699,0.156,0.0498,Neutral
38869,0,0.844,0.156,0.34,Positive
38870,0,1,0,0,Neutral
38871,0,1,0,0,Neutral
38872,0,1,0,0,Neutral
38873,0,0.653,0.347,0.4926,Positive
38874,0,0.684,0.316,0.7865,Positive
38875,0,1,0,0,Neutral
38876,0,0.84,0.16,0.2732,Positive
38877,0,1,0,0,Neutral
38878,0.07,0.93,0,-0.128,Negative
38879,0.462,0.538,0,-0.6476,Negative
38880,0,0.323,0.677,0.2732,Positive
38881,0,0.858,0.142,0.3595,Positive
38882,0,0.763,0.237,0.4215,Positive
38883,0,0.663,0.337,0.8633,Positive
38884,0.438,0.562,0,-0.5994,Negative
38885,0,0.585,0.415,0.4278,Positive
38886,0,0.667,0.333,0.6125,Positive
38887,0,0.625,0.375,0.34,Positive
38888,0,0.859,0.141,0.2023,Positive
38889,0,0.583,0.417,0.6124,Positive
38890,0,1,0,0,Neutral
38891,0,1,0,0,Neutral
38892,0,1,0,0,Neutral
38893,0,1,0,0,Neutral
38894,0.211,0.503,0.285,0.186,Positive
38895,0,1,0,0,Neutral
38896,0,0.723,0.277,0.3182,Positive
38897,0,0.847,0.153,0.2023,Positive
38898,0,0,1,0.2732,Positive
38899,0,1,0,0,Neutral
38900,0,1,0,0,Neutral
38901,0.18,0.688,0.132,-0.228,Negative
38902,0,0.743,0.257,0.5859,Positive
38903,0,1,0,0,Neutral
38904,0,1,0,0,Neutral
38905,0,1,0,0,Neutral
38906,0,1,0,0,Neutral
38907,0.302,0.698,0,-0.3818,Negative
38908,0.157,0.843,0,-0.5994,Negative
38909,0,1,0,0,Neutral
38910,0,1,0,0,Neutral
38911,0,0.543,0.457,0.6369,Positive
38912,0,0.775,0.225,0.4939,Positive
38913,0,1,0,0,Neutral
38914,0.211,0.789,0,-0.34,Negative
38915,0,1,0,0,Neutral
38916,0,1,0,0,Neutral
38917,0,1,0,0,Neutral
38918,0,1,0,0,Neutral
38919,0.136,0.767,0.097,0.0067,Neutral
38920,0,1,0,0,Neutral
38921,0,1,0,0,Neutral
38922,0.114,0.746,0.139,0.3478,Positive
38923,0,0.714,0.286,0.4215,Positive
38924,0,1,0,0,Neutral
38925,0,0.902,0.098,0.4278,Positive
38926,0.428,0.572,0,-0.2481,Negative
38927,0,1,0,0,Neutral
38928,0,1,0,0,Neutral
38929,0,1,0,0,Neutral
38930,0.248,0.4,0.352,0.0772,Positive
38931,0.146,0.663,0.191,0.1739,Positive
38932,0.133,0.665,0.202,0.4215,Positive
38933,0,0.905,0.095,0.2263,Positive
38934,0,0.542,0.458,0.7118,Positive
38935,0,0.476,0.524,0.5106,Positive
38936,0,1,0,0,Neutral
38937,0.25,0.75,0,-0.25,Negative
38938,0,1,0,0,Neutral
38939,0,0.665,0.335,0.6166,Positive
38940,0.512,0.488,0,-0.2732,Negative
38941,0,0.912,0.088,0.3612,Positive
38942,0,1,0,0,Neutral
38943,0,0.519,0.481,0.5719,Positive
38944,0,1,0,0,Neutral
38945,0.191,0.658,0.151,-0.1531,Negative
38946,0,0.789,0.211,0.34,Positive
38947,0,0.657,0.343,0.3832,Positive
38948,0,1,0,0,Neutral
38949,0,0.741,0.259,0.4199,Positive
38950,0,1,0,0,Neutral
38951,0,0.263,0.737,0.6808,Positive
38952,0,1,0,0,Neutral
38953,0,0.438,0.562,0.7717,Positive
38954,0,1,0,0,Neutral
38955,0,1,0,0,Neutral
38956,0,1,0,0,Neutral
38957,0,1,0,0,Neutral
38958,0,0.704,0.296,0.743,Positive
38959,0,1,0,0,Neutral
38960,0.298,0.702,0,-0.5267,Negative
38961,0,1,0,0,Neutral
38962,0,0.704,0.296,0.2732,Positive
38963,0,1,0,0,Neutral
38964,0,0.625,0.375,0.34,Positive
38965,0,1,0,0,Neutral
38966,0,1,0,0,Neutral
38967,0,1,0,0,Neutral
38968,0,1,0,0,Neutral
38969,0,1,0,0,Neutral
38970,0,0.789,0.211,0.1531,Positive
38971,0,1,0,0,Neutral
38972,0,1,0,0,Neutral
38973,0,1,0,0,Neutral
38974,0.403,0.597,0,-0.4019,Negative
38975,0.212,0.48,0.308,0.3382,Positive
38976,0,0.852,0.148,0.3089,Positive
38977,0,1,0,0,Neutral
38978,0,1,0,0,Neutral
38979,0.519,0.307,0.174,-0.7672,Negative
38980,0,1,0,0,Neutral
38981,0.4,0.6,0,-0.4588,Negative
38982,0,1,0,0,Neutral
38983,0.19,0.518,0.292,0.2905,Positive
38984,0,1,0,0,Neutral
38985,0.278,0.722,0,-0.4019,Negative
38986,0.442,0.362,0.196,-0.5267,Negative
38987,0,1,0,0,Neutral
38988,0,1,0,0,Neutral
38989,0,1,0,0,Neutral
38990,0,0.641,0.359,0.4215,Positive
38991,0,0.727,0.273,0.6289,Positive
38992,0,0.844,0.156,0.4828,Positive
38993,0,0.444,0.556,0.6124,Positive
38994,0,0.676,0.324,0.7351,Positive
38995,0,1,0,0,Neutral
38996,0,1,0,0,Neutral
38997,0.118,0.882,0,-0.1531,Negative
38998,0,1,0,0,Neutral
38999,0,0.805,0.195,0.6771,Positive
39000,0,1,0,0,Neutral
39001,0,0.919,0.081,0.296,Positive
39002,0,1,0,0,Neutral
39003,0.122,0.633,0.244,0.4019,Positive
39004,0,1,0,0,Neutral
39005,0,1,0,0,Neutral
39006,0,1,0,0,Neutral
39007,0,1,0,0,Neutral
39008,0,1,0,0,Neutral
39009,0.144,0.856,0,-0.5719,Negative
39010,0,1,0,0,Neutral
39011,0.315,0.685,0,-0.3182,Negative
39012,0,0.745,0.255,0.34,Positive
39013,0,0.531,0.469,0.6486,Positive
39014,0,1,0,0,Neutral
39015,0.144,0.718,0.138,-0.0258,Neutral
39016,0,1,0,0,Neutral
39017,0.233,0.6,0.167,-0.25,Negative
39018,0,1,0,0,Neutral
39019,0,1,0,0,Neutral
39020,0.171,0.401,0.428,0.668,Positive
39021,0.085,0.718,0.197,0.5399,Positive
39022,0.134,0.736,0.13,-0.0258,Neutral
39023,0,1,0,0,Neutral
39024,0,0.617,0.383,0.4767,Positive
39025,0.231,0.769,0,-0.34,Negative
39026,0.265,0.735,0,-0.5574,Negative
39027,0,1,0,0,Neutral
39028,0,0.414,0.586,0.4278,Positive
39029,0.505,0.495,0,-0.4696,Negative
39030,0,1,0,0,Neutral
39031,0,1,0,0,Neutral
39032,0,1,0,0,Neutral
39033,0,1,0,0,Neutral
39034,0,1,0,0,Neutral
39035,0.22,0.78,0,-0.4767,Negative
39036,0,0.737,0.263,0.3612,Positive
39037,0,0.65,0.35,0.4003,Positive
39038,0,1,0,0,Neutral
39039,0,1,0,0,Neutral
39040,0,1,0,0,Neutral
39041,0,1,0,0,Neutral
39042,0,1,0,0,Neutral
39043,0,0.391,0.609,0.7783,Positive
39044,0.188,0.812,0,-0.5007,Negative
39045,0,0.4,0.6,0.4588,Positive
39046,0,1,0,0,Neutral
39047,0,0.66,0.34,0.7717,Positive
39048,0.039,0.84,0.121,0.7096,Positive
39049,0.256,0.744,0,-0.4767,Negative
39050,0,1,0,0,Neutral
39051,0,1,0,0,Neutral
39052,0,0.879,0.121,0.0258,Neutral
39053,0,0.82,0.18,0.296,Positive
39054,0.211,0.789,0,-0.34,Negative
39055,0,1,0,0,Neutral
39056,0,0.839,0.161,0.5313,Positive
39057,0.067,0.762,0.171,0.5106,Positive
39058,0,1,0,0,Neutral
39059,0.069,0.832,0.098,0.2344,Positive
39060,0.147,0.853,0,-0.2263,Negative
39061,0,1,0,0,Neutral
39062,0.286,0.714,0,-0.4939,Negative
39063,0,1,0,0,Neutral
39064,0,0.582,0.418,0.6166,Positive
39065,0,0.737,0.263,0.3612,Positive
39066,0,0.517,0.483,0.6808,Positive
39067,0,0.522,0.478,0.6705,Positive
39068,0,1,0,0,Neutral
39069,0,0.572,0.428,0.7177,Positive
39070,0,1,0,0,Neutral
39071,0,0.795,0.205,0.4278,Positive
39072,0,1,0,0,Neutral
39073,0,0.909,0.091,0.34,Positive
39074,0,0.715,0.285,0.8011,Positive
39075,0,0.764,0.236,0.5719,Positive
39076,0,1,0,0,Neutral
39077,0,0.584,0.416,0.6908,Positive
39078,0,1,0,0,Neutral
39079,0,1,0,0,Neutral
39080,0,0.682,0.318,0.4215,Positive
39081,0,1,0,0,Neutral
39082,0.231,0.769,0,-0.5994,Negative
39083,0,0.414,0.586,0.4278,Positive
39084,0,1,0,0,Neutral
39085,0.535,0.465,0,-0.3182,Negative
39086,0,1,0,0,Neutral
39087,0,0.385,0.615,0.5859,Positive
39088,0,1,0,0,Neutral
39089,0,1,0,0,Neutral
39090,0,1,0,0,Neutral
39091,0,1,0,0,Neutral
39092,0,0.868,0.132,0.5399,Positive
39093,0,1,0,0,Neutral
39094,0.096,0.701,0.203,0.4404,Positive
39095,0,0.58,0.42,0.4404,Positive
39096,0,1,0,0,Neutral
39097,0,1,0,0,Neutral
39098,0,1,0,0,Neutral
39099,0,1,0,0,Neutral
39100,0,1,0,0,Neutral
39101,0,1,0,0,Neutral
39102,0,0.859,0.141,0.3182,Positive
39103,0.244,0.63,0.126,-0.3612,Negative
39104,0.74,0.26,0,-0.6908,Negative
39105,0,1,0,0,Neutral
39106,0,1,0,0,Neutral
39107,0,1,0,0,Neutral
39108,0,1,0,0,Neutral
39109,0,1,0,0,Neutral
39110,0,1,0,0,Neutral
39111,0.248,0.752,0,-0.5106,Negative
39112,0,1,0,0,Neutral
39113,0,1,0,0,Neutral
39114,0,0.638,0.362,0.4278,Positive
39115,0,1,0,0,Neutral
39116,0,1,0,0,Neutral
39117,0,1,0,0,Neutral
39118,0,1,0,0,Neutral
39119,0,1,0,0,Neutral
39120,0,0.732,0.268,0.296,Positive
39121,0.256,0.744,0,-0.4767,Negative
39122,0,0.814,0.186,0.4939,Positive
39123,0,0.797,0.203,0.4215,Positive
39124,0,0.773,0.227,0.5709,Positive
39125,0,1,0,0,Neutral
39126,0,1,0,0,Neutral
39127,0,1,0,0,Neutral
39128,0,0.667,0.333,0.25,Positive
39129,0,1,0,0,Neutral
39130,0,1,0,0,Neutral
39131,0,1,0,0,Neutral
39132,0,1,0,0,Neutral
39133,0,0.769,0.231,0.34,Positive
39134,0,0.709,0.291,0.5719,Positive
39135,0,0.633,0.367,0.4404,Positive
39136,0,1,0,0,Neutral
39137,0,1,0,0,Neutral
39138,0,1,0,0,Neutral
39139,0,0.469,0.531,0.5267,Positive
39140,0,0.777,0.223,0.3182,Positive
39141,0,1,0,0,Neutral
39142,0,1,0,0,Neutral
39143,0.09,0.91,0,-0.5367,Negative
39144,0,0.8,0.2,0.3612,Positive
39145,0,0.859,0.141,0.3182,Positive
39146,0,0.855,0.145,0.296,Positive
39147,0.366,0.634,0,-0.4374,Negative
39148,0,1,0,0,Neutral
39149,0.164,0.836,0,-0.6682,Negative
39150,0,1,0,0,Neutral
39151,0,1,0,0,Neutral
39152,0,1,0,0,Neutral
39153,0.116,0.884,0,-0.2732,Negative
39154,0.212,0.788,0,-0.4003,Negative
39155,0,1,0,0,Neutral
39156,0,1,0,0,Neutral
39157,0,1,0,0,Neutral
39158,0,0.887,0.113,0.4215,Positive
39159,0,0.723,0.277,0.3182,Positive
39160,0,0.588,0.412,0.4215,Positive
39161,0,1,0,0,Neutral
39162,0,0.707,0.293,0.4404,Positive
39163,0,1,0,0,Neutral
39164,0,1,0,0,Neutral
39165,0,1,0,0,Neutral
39166,0.2,0.8,0,-0.4574,Negative
39167,0,1,0,0,Neutral
39168,0,1,0,0,Neutral
39169,0,0.175,0.825,0.8155,Positive
39170,0,1,0,0,Neutral
39171,0,1,0,0,Neutral
39172,0,1,0,0,Neutral
39173,0,0.837,0.163,0.5106,Positive
39174,0,1,0,0,Neutral
39175,0,1,0,0,Neutral
39176,0.345,0.536,0.119,-0.5859,Negative
39177,0,1,0,0,Neutral
39178,0,1,0,0,Neutral
39179,0,1,0,0,Neutral
39180,0,1,0,0,Neutral
39181,0.236,0.667,0.097,-0.5719,Negative
39182,0,1,0,0,Neutral
39183,0.091,0.77,0.139,0.3353,Positive
39184,0,0.698,0.302,0.8429,Positive
39185,0,1,0,0,Neutral
39186,0,1,0,0,Neutral
39187,0,1,0,0,Neutral
39188,0,1,0,0,Neutral
39189,0,0.876,0.124,0.453,Positive
39190,0,1,0,0,Neutral
39191,0,0.646,0.354,0.6588,Positive
39192,0,1,0,0,Neutral
