,neg,neu,pos,compound,label
761,0.188,0.812,0,-0.6597,Negative
762,0,1,0,0,Neutral
763,0.524,0.476,0,-0.296,Negative
764,0.531,0.469,0,-0.5267,Negative
765,0,1,0,0,Neutral
766,0,0.732,0.268,0.296,Positive
767,0.266,0.734,0,-0.4404,Negative
768,0.296,0.704,0,-0.2732,Negative
769,0,0.784,0.216,0.7249,Positive
770,0,1,0,0,Neutral
771,0.394,0.606,0,-0.3818,Negative
772,0.512,0.488,0,-0.2732,Negative
773,0,1,0,0,Neutral
774,0,1,0,0,Neutral
775,0,1,0,0,Neutral
776,0.136,0.864,0,-0.296,Negative
777,0.048,0.952,0,-0.0572,Negative
778,0,1,0,0,Neutral
779,0,0.597,0.403,0.4019,Positive
780,0.336,0.28,0.383,0.128,Positive
781,0,0.803,0.197,0.4019,Positive
782,0.139,0.585,0.276,0.4359,Positive
783,0,0.873,0.127,0.1531,Positive
784,0,0.758,0.242,0.4939,Positive
785,0.174,0.826,0,-0.2263,Negative
786,0,1,0,0,Neutral
787,0.343,0.657,0,-0.8335,Negative
788,0.325,0.581,0.094,-0.6331,Negative
789,0.792,0.208,0,-0.5859,Negative
790,0.216,0.784,0,-0.0258,Neutral
791,0.173,0.827,0,-0.5583,Negative
792,0,1,0,0,Neutral
793,0,1,0,0,Neutral
794,0.282,0.718,0,-0.6249,Negative
795,0,1,0,0,Neutral
796,0.062,0.793,0.144,0.4404,Positive
797,0,1,0,0,Neutral
798,0,1,0,0,Neutral
799,0,1,0,0,Neutral
800,0,1,0,0,Neutral
801,0.688,0.312,0,-0.296,Negative
802,0,1,0,0,Neutral
803,0,0.345,0.655,0.5859,Positive
804,0.05,0.59,0.359,0.9659,Positive
805,0.152,0.848,0,-0.3612,Negative
806,0.318,0.682,0,-0.1027,Negative
807,0,0.286,0.714,0.3612,Positive
808,0,1,0,0,Neutral
809,0.231,0.769,0,-0.2732,Negative
810,0.089,0.911,0,-0.3252,Negative
811,0,1,0,0,Neutral
812,0,0.417,0.583,0.6369,Positive
813,0.424,0.576,0,-0.9353,Negative
814,0.345,0.452,0.203,-0.3612,Negative
815,0,0.548,0.452,0.5106,Positive
816,0.778,0.222,0,-0.5423,Negative
817,0,1,0,0,Neutral
818,0.129,0.871,0,-0.4574,Negative
819,0,0.73,0.27,0.3802,Positive
820,0,1,0,0,Neutral
821,0,0.665,0.335,0.8614,Positive
822,0,1,0,0,Neutral
823,0,1,0,0,Neutral
824,0,1,0,0,Neutral
825,0,0.761,0.239,0.296,Positive
826,0,0.737,0.263,0.3612,Positive
827,0,1,0,0,Neutral
828,0,1,0,0,Neutral
829,0,1,0,0,Neutral
830,0.434,0.566,0,-0.5583,Negative
831,0,1,0,0,Neutral
832,0.42,0.58,0,-0.4389,Negative
833,0,0.597,0.403,0.4019,Positive
834,0,0.737,0.263,0.3612,Positive
835,0.623,0.377,0,-0.5106,Negative
836,0,0,1,0.5994,Positive
837,0,1,0,0,Neutral
838,0,1,0,0,Neutral
839,0.192,0.598,0.209,0.1027,Positive
840,0,0.619,0.381,0.5719,Positive
841,0.174,0.826,0,-0.4939,Negative
842,0,1,0,0,Neutral
843,0,1,0,0,Neutral
844,0,1,0,0,Neutral
845,0.5,0.5,0,-0.25,Negative
846,0,1,0,0,Neutral
847,0,1,0,0,Neutral
848,0,1,0,0,Neutral
849,0,0.772,0.228,0.5499,Positive
850,0,1,0,0,Neutral
851,0,1,0,0,Neutral
852,0,0.661,0.339,0.7993,Positive
853,0,1,0,0,Neutral
854,0,1,0,0,Neutral
855,0,1,0,0,Neutral
856,0.778,0.222,0,-0.5423,Negative
857,0,1,0,0,Neutral
858,0,1,0,0,Neutral
859,0,0.665,0.335,0.8614,Positive
860,0,1,0,0,Neutral
861,0,1,0,0,Neutral
862,0,1,0,0,Neutral
863,0,1,0,0,Neutral
864,0,1,0,0,Neutral
865,0,1,0,0,Neutral
866,0,1,0,0,Neutral
867,0,1,0,0,Neutral
868,0.366,0.634,0,-0.6369,Negative
869,0,1,0,0,Neutral
870,0.181,0.819,0,-0.4767,Negative
871,0,1,0,0,Neutral
872,0.117,0.833,0.05,-0.4588,Negative
873,0,1,0,0,Neutral
874,0,1,0,0,Neutral
875,0,0.626,0.374,0.4574,Positive
876,0,1,0,0,Neutral
877,0,1,0,0,Neutral
878,0,0.881,0.119,0.3612,Positive
879,0,1,0,0,Neutral
880,0,1,0,0,Neutral
881,0,0.772,0.228,0.7574,Positive
882,0.118,0.75,0.132,0.1027,Positive
883,0.284,0.716,0,-0.4519,Negative
884,0,1,0,0,Neutral
885,0,1,0,0,Neutral
886,0.565,0.435,0,-0.3818,Negative
887,0,0.658,0.342,0.7424,Positive
888,0.268,0.732,0,-0.296,Negative
889,0,0.896,0.104,0.2732,Positive
890,0,1,0,0,Neutral
891,0,1,0,0,Neutral
892,0,1,0,0,Neutral
893,0.497,0.503,0,-0.4515,Negative
894,0,1,0,0,Neutral
895,0,0.806,0.194,0.5574,Positive
896,0.046,0.833,0.121,0.5267,Positive
897,0,1,0,0,Neutral
898,0.253,0.747,0,-0.7975,Negative
899,0,1,0,0,Neutral
900,0,1,0,0,Neutral
901,0,1,0,0,Neutral
902,0.152,0.625,0.223,0.2023,Positive
903,0,1,0,0,Neutral
904,0,0.833,0.167,0.4588,Positive
905,0,0.855,0.145,0.5514,Positive
906,0.444,0.556,0,-0.4939,Negative
907,0,1,0,0,Neutral
908,0,0.881,0.119,0.4291,Positive
909,0,1,0,0,Neutral
910,0,1,0,0,Neutral
911,0,0.883,0.117,0.5106,Positive
912,0,0.887,0.113,0.2577,Positive
913,0,1,0,0,Neutral
914,0,1,0,0,Neutral
915,0,1,0,0,Neutral
916,0,1,0,0,Neutral
917,0,1,0,0,Neutral
918,0.293,0.255,0.452,0.3049,Positive
919,0,1,0,0,Neutral
920,0.437,0.563,0,-0.4767,Negative
921,0.087,0.913,0,-0.296,Negative
922,0,1,0,0,Neutral
923,0.51,0.49,0,-0.4874,Negative
924,0,1,0,0,Neutral
925,0,1,0,0,Neutral
926,0.329,0.62,0.051,-0.703,Negative
927,0,1,0,0,Neutral
928,0.112,0.856,0.032,-0.5106,Negative
929,0,1,0,0,Neutral
930,0.267,0.733,0,-0.6249,Negative
931,0,1,0,0,Neutral
932,0,0.955,0.045,0.1655,Positive
933,0,1,0,0,Neutral
934,0,1,0,0,Neutral
935,0,1,0,0,Neutral
936,0.12,0.88,0,-0.3527,Negative
937,0,1,0,0,Neutral
938,0.076,0.924,0,-0.34,Negative
939,0,1,0,0,Neutral
940,0,1,0,0,Neutral
941,0,1,0,0,Neutral
942,0,1,0,0,Neutral
943,0,0.661,0.339,0.7717,Positive
944,0,1,0,0,Neutral
945,0,1,0,0,Neutral
946,0.033,0.743,0.224,0.7876,Positive
947,0,1,0,0,Neutral
948,0.161,0.537,0.302,0.2732,Positive
949,0,1,0,0,Neutral
950,0,0.8,0.2,0.3612,Positive
951,0.545,0.455,0,-0.0516,Negative
952,0,1,0,0,Neutral
953,0,0.85,0.15,0.3182,Positive
954,0.333,0.667,0,-0.5423,Negative
955,0,1,0,0,Neutral
956,0,1,0,0,Neutral
957,0,1,0,0,Neutral
958,0.143,0.667,0.19,0.3612,Positive
959,0,0.633,0.367,0.4404,Positive
960,0.499,0.501,0,-0.6114,Negative
961,0,1,0,0,Neutral
962,0.274,0.726,0,-0.2235,Negative
963,0.132,0.716,0.152,-0.2244,Negative
964,0,0.615,0.385,0.658,Positive
965,0,1,0,0,Neutral
966,0,0.748,0.252,0.4019,Positive
967,0,1,0,0,Neutral
968,0,1,0,0,Neutral
969,0.184,0.816,0,-0.3089,Negative
970,0,1,0,0,Neutral
971,0,1,0,0,Neutral
972,0,1,0,0,Neutral
973,0.219,0.781,0,-0.2411,Negative
974,0,1,0,0,Neutral
975,0.454,0.546,0,-0.4874,Negative
976,0,1,0,0,Neutral
977,0.257,0.495,0.248,-0.0258,Neutral
978,0,1,0,0,Neutral
979,0.429,0.571,0,-0.4588,Negative
980,0,1,0,0,Neutral
981,0,1,0,0,Neutral
982,0.144,0.856,0,-0.5204,Negative
983,0,0.295,0.705,0.6988,Positive
984,0,1,0,0,Neutral
985,0,1,0,0,Neutral
986,0,1,0,0,Neutral
987,0,1,0,0,Neutral
988,0,1,0,0,Neutral
989,0,0.589,0.411,0.4199,Positive
990,0,1,0,0,Neutral
991,0,1,0,0,Neutral
992,0,1,0,0,Neutral
993,0,1,0,0,Neutral
994,0.495,0.505,0,-0.2411,Negative
995,0.268,0.732,0,-0.659,Negative
996,0,1,0,0,Neutral
997,0.54,0.46,0,-0.6901,Negative
998,0,1,0,0,Neutral
999,0,1,0,0,Neutral
1000,0,1,0,0,Neutral
1001,0.064,0.72,0.216,0.5859,Positive
1002,0,1,0,0,Neutral
1003,0,1,0,0,Neutral
1004,0,1,0,0,Neutral
1005,0,0.676,0.324,0.34,Positive
1006,0,0.896,0.104,0.4404,Positive
1007,0,1,0,0,Neutral
1008,0,1,0,0,Neutral
1009,0.148,0.852,0,-0.1007,Negative
1010,0,0.769,0.231,0.4019,Positive
1011,0,1,0,0,Neutral
1012,0,1,0,0,Neutral
1013,0,1,0,0,Neutral
1014,0,1,0,0,Neutral
1015,0.221,0.779,0,-0.5873,Negative
1016,0.221,0.577,0.202,-0.0516,Negative
1017,0.304,0.448,0.249,-0.0951,Negative
1018,0,0.804,0.196,0.296,Positive
1019,0,1,0,0,Neutral
1020,0.153,0.693,0.153,0,Neutral
1021,0.107,0.893,0,-0.5374,Negative
1022,0,1,0,0,Neutral
1023,0,0.671,0.329,0.2401,Positive
1024,0,0.916,0.084,0.2732,Positive
1025,0,1,0,0,Neutral
1026,0,1,0,0,Neutral
1027,0,0.711,0.289,0.7269,Positive
1028,0,0.603,0.397,0.5093,Positive
1029,0.238,0.762,0,-0.3612,Negative
1030,0.351,0.649,0,-0.4019,Negative
1031,0,1,0,0,Neutral
1032,0,0.517,0.483,0.4215,Positive
1033,0,1,0,0,Neutral
1034,0,1,0,0,Neutral
1035,0,1,0,0,Neutral
1036,0.281,0.629,0.09,-0.7052,Negative
1037,0,0.632,0.368,0.8217,Positive
1038,0,1,0,0,Neutral
1039,0.118,0.882,0,-0.1531,Negative
1040,0,1,0,0,Neutral
1041,0,0.685,0.315,0.3182,Positive
1042,0,1,0,0,Neutral
1043,0,0.751,0.249,0.4574,Positive
1044,0,1,0,0,Neutral
1045,0.208,0.792,0,-0.2732,Negative
1046,0,1,0,0,Neutral
1047,0,1,0,0,Neutral
1048,0.072,0.928,0,-0.1027,Negative
1049,0,1,0,0,Neutral
1050,0,0.69,0.31,0.4019,Positive
1051,0,0.747,0.253,0.7269,Positive
1052,0.149,0.558,0.293,0.3239,Positive
1053,0,1,0,0,Neutral
1054,0,1,0,0,Neutral
1055,0.216,0.784,0,-0.296,Negative
1056,0,1,0,0,Neutral
1057,0.306,0.694,0,-0.296,Negative
1058,0,1,0,0,Neutral
1059,0,1,0,0,Neutral
1060,0.333,0.667,0,-0.4588,Negative
1061,0.112,0.888,0,-0.5267,Negative
1062,0.14,0.86,0,-0.0772,Negative
1063,0,0.813,0.187,0.4137,Positive
1064,0,1,0,0,Neutral
1065,0.107,0.893,0,-0.0516,Negative
1066,0,0.885,0.115,0.0772,Positive
1067,0,1,0,0,Neutral
1068,0.135,0.73,0.135,-0.0015,Neutral
1069,0.11,0.89,0,-0.1531,Negative
1070,0,0.866,0.134,0.4184,Positive
1071,0,1,0,0,Neutral
1072,0,0.949,0.051,0.0772,Positive
1073,0.268,0.732,0,-0.4445,Negative
1074,0.365,0.635,0,-0.5583,Negative
1075,0,1,0,0,Neutral
1076,0.306,0.694,0,-0.296,Negative
1077,0.466,0.534,0,-0.3847,Negative
1078,0,0.619,0.381,0.5719,Positive
1079,0,1,0,0,Neutral
1080,0,0.526,0.474,0.4019,Positive
1081,0,1,0,0,Neutral
1082,0.341,0.659,0,-0.6351,Negative
1083,0,0.813,0.187,0.3182,Positive
1084,0.148,0.731,0.121,-0.1418,Negative
1085,0.101,0.732,0.167,0.4031,Positive
1086,0,1,0,0,Neutral
1087,0,1,0,0,Neutral
1088,0,1,0,0,Neutral
1089,0.411,0.589,0,-0.6784,Negative
1090,0,0.815,0.185,0.7114,Positive
1091,0,1,0,0,Neutral
1092,0,1,0,0,Neutral
1093,0,1,0,0,Neutral
1094,0,1,0,0,Neutral
1095,0,1,0,0,Neutral
1096,0,1,0,0,Neutral
1097,0,1,0,0,Neutral
1098,0,1,0,0,Neutral
1099,0,1,0,0,Neutral
1100,0,1,0,0,Neutral
1101,0,1,0,0,Neutral
1102,0,1,0,0,Neutral
1103,0,1,0,0,Neutral
1104,0,1,0,0,Neutral
1105,0.173,0.67,0.157,-0.126,Negative
1106,0.737,0.263,0,-0.4215,Negative
1107,0,0.84,0.16,0.6369,Positive
1108,0,1,0,0,Neutral
1109,0,1,0,0,Neutral
1110,0,1,0,0,Neutral
1111,0,1,0,0,Neutral
1112,0,0.757,0.243,0.6996,Positive
1113,0,1,0,0,Neutral
1114,0,1,0,0,Neutral
1115,0,0.721,0.279,0.5386,Positive
1116,0,1,0,0,Neutral
1117,0,0.795,0.205,0.5204,Positive
1118,0.394,0.606,0,-0.3818,Negative
1119,0,1,0,0,Neutral
1120,0,1,0,0,Neutral
1121,0,1,0,0,Neutral
1122,0,1,0,0,Neutral
1123,0,1,0,0,Neutral
1124,0.592,0.408,0,-0.7003,Negative
1125,0.274,0.726,0,-0.2235,Negative
1126,0,1,0,0,Neutral
1127,0.259,0.741,0,-0.2732,Negative
1128,0.672,0.328,0,-0.7297,Negative
1129,0,0.857,0.143,0.7712,Positive
1130,0.2,0.8,0,-0.5023,Negative
1131,0,1,0,0,Neutral
1132,0,1,0,0,Neutral
1133,0,1,0,0,Neutral
1134,0,1,0,0,Neutral
1135,0,1,0,0,Neutral
1136,0,1,0,0,Neutral
1137,0,0.27,0.73,0.4019,Positive
1138,0,1,0,0,Neutral
1139,0,1,0,0,Neutral
1140,0,1,0,0,Neutral
1141,0,1,0,0,Neutral
1142,0,1,0,0,Neutral
1143,0,1,0,0,Neutral
1144,0,1,0,0,Neutral
1145,0.203,0.625,0.172,-0.1027,Negative
1146,0,1,0,0,Neutral
1147,0,1,0,0,Neutral
1148,0,1,0,0,Neutral
1149,0.245,0.755,0,-0.3818,Negative
1150,0.302,0.698,0,-0.3818,Negative
1151,0,1,0,0,Neutral
1152,0.423,0.577,0,-0.296,Negative
1153,0.25,0.75,0,-0.4576,Negative
1154,0,0.708,0.292,0.5106,Positive
1155,0,1,0,0,Neutral
1156,0.285,0.715,0,-0.3382,Negative
1157,0.179,0.821,0,-0.34,Negative
1158,0,1,0,0,Neutral
1159,0,1,0,0,Neutral
1160,0,1,0,0,Neutral
1161,0,1,0,0,Neutral
1162,0,0.763,0.237,0.4215,Positive
1163,0.122,0.878,0,-0.3612,Negative
1164,0.187,0.813,0,-0.3182,Negative
1165,0.31,0.69,0,-0.4019,Negative
1166,0.464,0.536,0,-0.3802,Negative
1167,0,1,0,0,Neutral
1168,0,0.589,0.411,0.4199,Positive
1169,0,0.636,0.364,0.5319,Positive
1170,0,0.577,0.423,0.5267,Positive
1171,0,1,0,0,Neutral
1172,0,1,0,0,Neutral
1173,0,1,0,0,Neutral
1174,0.143,0.735,0.123,-0.3487,Negative
1175,0,1,0,0,Neutral
1176,0,1,0,0,Neutral
1177,0,0,1,0.658,Positive
1178,0.195,0.805,0,-0.34,Negative
1179,0,1,0,0,Neutral
1180,0,0.572,0.428,0.6696,Positive
1181,0,1,0,0,Neutral
1182,0,0.235,0.765,0.7579,Positive
1183,0,1,0,0,Neutral
1184,0,1,0,0,Neutral
1185,0,1,0,0,Neutral
1186,0.374,0.626,0,-0.2003,Negative
1187,0.697,0.303,0,-0.3182,Negative
1188,0.088,0.597,0.316,0.7739,Positive
1189,0.396,0.377,0.226,-0.4019,Negative
1190,0,0.675,0.325,0.6514,Positive
1191,0.189,0.811,0,-0.2732,Negative
1192,0,1,0,0,Neutral
1193,0,1,0,0,Neutral
1194,0,0.845,0.155,0.5678,Positive
1195,0.432,0.568,0,-0.5859,Negative
1196,0,1,0,0,Neutral
1197,0,1,0,0,Neutral
1198,0,1,0,0,Neutral
1199,0,1,0,0,Neutral
1200,0,0.643,0.357,0.1695,Positive
1201,0,1,0,0,Neutral
1202,0,0.729,0.271,0.453,Positive
1203,0.248,0.589,0.163,-0.3197,Negative
1204,0.255,0.745,0,-0.5883,Negative
1205,0,1,0,0,Neutral
1206,0,0.732,0.268,0.296,Positive
1207,0,1,0,0,Neutral
1208,0,1,0,0,Neutral
1209,0,1,0,0,Neutral
1210,0,1,0,0,Neutral
1211,0,1,0,0,Neutral
1212,0.243,0.757,0,-0.755,Negative
1213,0,1,0,0,Neutral
1214,0,1,0,0,Neutral
1215,0.056,0.944,0,-0.1695,Negative
1216,0,0.397,0.603,0.8225,Positive
1217,0,1,0,0,Neutral
1218,0,1,0,0,Neutral
1219,0,1,0,0,Neutral
1220,0,1,0,0,Neutral
1221,0.255,0.745,0,-0.34,Negative
1222,0,1,0,0,Neutral
1223,0,1,0,0,Neutral
1224,0,1,0,0,Neutral
1225,0,1,0,0,Neutral
1226,0,1,0,0,Neutral
1227,0.302,0.698,0,-0.3802,Negative
1228,0,1,0,0,Neutral
1229,0,1,0,0,Neutral
1230,0.16,0.84,0,-0.2732,Negative
1231,0,1,0,0,Neutral
1232,0.478,0.522,0,-0.6696,Negative
1233,0.093,0.604,0.302,0.707,Positive
1234,0,0.408,0.592,0.4404,Positive
1235,0,1,0,0,Neutral
1236,0.205,0.795,0,-0.4278,Negative
1237,0,0.732,0.268,0.5661,Positive
1238,0,1,0,0,Neutral
1239,0,1,0,0,Neutral
1240,0,1,0,0,Neutral
1241,0,1,0,0,Neutral
1242,0,1,0,0,Neutral
1243,0,0.853,0.147,0.6688,Positive
1244,0,1,0,0,Neutral
1245,0,1,0,0,Neutral
1246,0,1,0,0,Neutral
1247,0,0.855,0.145,0.296,Positive
1248,0,0.912,0.088,0.4404,Positive
1249,0,1,0,0,Neutral
1250,0,1,0,0,Neutral
1251,0.504,0.496,0,-0.7249,Negative
1252,0,1,0,0,Neutral
1253,0,0.701,0.299,0.4574,Positive
1254,0,1,0,0,Neutral
1255,0,1,0,0,Neutral
1256,0,1,0,0,Neutral
1257,0,1,0,0,Neutral
1258,0,1,0,0,Neutral
1259,0,1,0,0,Neutral
1260,0,1,0,0,Neutral
1261,0,1,0,0,Neutral
1262,0,1,0,0,Neutral
1263,0,0.933,0.067,0.1511,Positive
1264,0,1,0,0,Neutral
1265,0,1,0,0,Neutral
1266,0,1,0,0,Neutral
1267,0.279,0.564,0.157,-0.4515,Negative
1268,0,1,0,0,Neutral
1269,0,1,0,0,Neutral
1270,0,1,0,0,Neutral
1271,0,1,0,0,Neutral
1272,0,1,0,0,Neutral
1273,0,1,0,0,Neutral
1274,0,1,0,0,Neutral
1275,0,0.487,0.513,0.2746,Positive
1276,0.179,0.65,0.171,-0.0258,Neutral
1277,0,1,0,0,Neutral
1278,0.819,0.181,0,-0.6739,Negative
1279,0,1,0,0,Neutral
1280,0,1,0,0,Neutral
1281,0.778,0.222,0,-0.5423,Negative
1282,0.345,0.655,0,-0.3987,Negative
1283,0,1,0,0,Neutral
1284,0.405,0.595,0,-0.5267,Negative
1285,0,1,0,0,Neutral
1286,0,1,0,0,Neutral
1287,0,1,0,0,Neutral
1288,0.121,0.879,0,-0.3871,Negative
1289,0,1,0,0,Neutral
1290,0.494,0.506,0,-0.5994,Negative
1291,0,1,0,0,Neutral
1292,0.276,0.595,0.13,-0.4019,Negative
1293,0.278,0.722,0,-0.4019,Negative
1294,0,1,0,0,Neutral
1295,0.171,0.829,0,-0.5423,Negative
1296,0,1,0,0,Neutral
1297,0.675,0.325,0,-0.4874,Negative
1298,0,1,0,0,Neutral
1299,0.154,0.846,0,-0.7256,Negative
1300,0,0.655,0.345,0.2755,Positive
1301,0.173,0.827,0,-0.5267,Negative
1302,0.453,0.547,0,-0.6289,Negative
1303,0,1,0,0,Neutral
1304,0,1,0,0,Neutral
1305,0,0.548,0.452,0.5106,Positive
1306,0,1,0,0,Neutral
1307,0,1,0,0,Neutral
1308,0,1,0,0,Neutral
1309,0,0.648,0.352,0.7944,Positive
1310,0,1,0,0,Neutral
1311,0.192,0.808,0,-0.2263,Negative
1312,0,0.85,0.15,0.1511,Positive
1313,0,1,0,0,Neutral
1314,0,1,0,0,Neutral
1315,0,0.201,0.799,0.6083,Positive
1316,0,1,0,0,Neutral
1317,0.245,0.566,0.189,-0.3614,Negative
1318,0,1,0,0,Neutral
1319,0.778,0.222,0,-0.5423,Negative
1320,0,1,0,0,Neutral
1321,0,0.577,0.423,0.4466,Positive
1322,0,1,0,0,Neutral
1323,0,1,0,0,Neutral
1324,0.252,0.748,0,-0.4003,Negative
1325,0,1,0,0,Neutral
1326,0,1,0,0,Neutral
1327,0,1,0,0,Neutral
1328,0,1,0,0,Neutral
1329,0,1,0,0,Neutral
1330,0,0.727,0.273,0.128,Positive
1331,0.262,0.625,0.113,-0.5859,Negative
1332,0.352,0.648,0,-0.5859,Negative
1333,0.08,0.713,0.207,0.7824,Positive
1334,0.116,0.884,0,-0.6844,Negative
1335,0,1,0,0,Neutral
1336,0,1,0,0,Neutral
1337,0,1,0,0,Neutral
1338,0,0.722,0.278,0.4019,Positive
1339,0,1,0,0,Neutral
1340,0.068,0.932,0,-0.296,Negative
1341,0.282,0.521,0.197,-0.2057,Negative
1342,0,1,0,0,Neutral
1343,0,1,0,0,Neutral
1344,0,1,0,0,Neutral
1345,0.554,0.446,0,-0.5766,Negative
1346,0,0.758,0.242,0.3736,Positive
1347,0,1,0,0,Neutral
1348,0,0.508,0.492,0.4404,Positive
1349,0,1,0,0,Neutral
1350,0,1,0,0,Neutral
1351,0.203,0.64,0.157,-0.2023,Negative
1352,0,1,0,0,Neutral
1353,0,1,0,0,Neutral
1354,0,0.769,0.231,0.34,Positive
1355,0,1,0,0,Neutral
1356,0,0.774,0.226,0.8296,Positive
1357,0,1,0,0,Neutral
1358,0,1,0,0,Neutral
1359,0,1,0,0,Neutral
1360,0,0.811,0.189,0.1027,Positive
1361,0,1,0,0,Neutral
1362,0,0.848,0.152,0.5796,Positive
1363,0.094,0.845,0.061,-0.4019,Negative
1364,0,1,0,0,Neutral
1365,0,0.783,0.217,0.3595,Positive
1366,0,0.694,0.306,0.296,Positive
1367,0.214,0.786,0,-0.4577,Negative
1368,0,1,0,0,Neutral
1369,0.412,0.588,0,-0.5423,Negative
1370,0,1,0,0,Neutral
1371,0,1,0,0,Neutral
1372,0.778,0.222,0,-0.5423,Negative
1373,0,1,0,0,Neutral
1374,0,0.568,0.432,0.6767,Positive
1375,0,1,0,0,Neutral
1376,0,1,0,0,Neutral
1377,0,1,0,0,Neutral
1378,0.384,0.616,0,-0.3595,Negative
1379,0.791,0.209,0,-0.5826,Negative
1380,0,1,0,0,Neutral
1381,0,1,0,0,Neutral
1382,0,0.816,0.184,0.4019,Positive
1383,0,1,0,0,Neutral
1384,0,1,0,0,Neutral
1385,0,1,0,0,Neutral
1386,0.672,0.328,0,-0.7303,Negative
1387,0,0.566,0.434,0.3182,Positive
1388,0,0.891,0.109,0.4019,Positive
1389,0,1,0,0,Neutral
1390,0,1,0,0,Neutral
1391,0.539,0.461,0,-0.6884,Negative
1392,0.201,0.799,0,-0.5815,Negative
1393,0,1,0,0,Neutral
1394,0,1,0,0,Neutral
1395,0,1,0,0,Neutral
1396,0,1,0,0,Neutral
1397,0,1,0,0,Neutral
1398,0,0.769,0.231,0.3412,Positive
1399,0,1,0,0,Neutral
1400,0.636,0.364,0,-0.5423,Negative
1401,0.583,0.417,0,-0.1027,Negative
1402,0,1,0,0,Neutral
1403,0,1,0,0,Neutral
1404,0,0.727,0.273,0.5423,Positive
1405,0,1,0,0,Neutral
1406,0,1,0,0,Neutral
1407,0,1,0,0,Neutral
1408,0.259,0.741,0,-0.5423,Negative
1409,0,1,0,0,Neutral
1410,0,1,0,0,Neutral
1411,0.087,0.847,0.066,-0.128,Negative
1412,0.286,0.714,0,-0.6369,Negative
1413,0,1,0,0,Neutral
1414,0.218,0.782,0,-0.3626,Negative
1415,0,1,0,0,Neutral
1416,0,0.761,0.239,0.296,Positive
1417,0,1,0,0,Neutral
1418,1,0,0,-0.5106,Negative
1419,0,1,0,0,Neutral
1420,0,0.894,0.106,0.3612,Positive
1421,0,0.699,0.301,0.68,Positive
1422,0.353,0.493,0.154,-0.4993,Negative
1423,0.191,0.809,0,-0.5487,Negative
1424,0,1,0,0,Neutral
1425,0,0.828,0.172,0.3612,Positive
1426,0.387,0.613,0,-0.5848,Negative
1427,0.26,0.669,0.072,-0.9198,Negative
1428,0,1,0,0,Neutral
1429,0,0.58,0.42,0.4404,Positive
1430,0,1,0,0,Neutral
1431,0,0.795,0.205,0.2023,Positive
1432,0.524,0.476,0,-0.5106,Negative
1433,0,1,0,0,Neutral
1434,0,0.217,0.783,0.5574,Positive
1435,0,0.808,0.192,0.431,Positive
1436,0.231,0.603,0.166,-0.3182,Negative
1437,0,0.645,0.355,0.5106,Positive
1438,0.145,0.855,0,-0.296,Negative
1439,0,1,0,0,Neutral
1440,0,1,0,0,Neutral
1441,0,1,0,0,Neutral
1442,0.163,0.801,0.036,-0.7227,Negative
1443,0,0.902,0.098,0.3612,Positive
1444,0.161,0.759,0.079,-0.5411,Negative
1445,0,1,0,0,Neutral
1446,0,1,0,0,Neutral
1447,0,1,0,0,Neutral
1448,0,1,0,0,Neutral
1449,0.196,0.804,0,-0.2942,Negative
1450,0,1,0,0,Neutral
1451,0,0.4,0.6,0.6696,Positive
1452,0,1,0,0,Neutral
1453,0.451,0.549,0,-0.802,Negative
1454,0,1,0,0,Neutral
1455,0,1,0,0,Neutral
1456,0,1,0,0,Neutral
1457,0.13,0.585,0.285,0.8899,Positive
1458,0.31,0.69,0,-0.5574,Negative
1459,0,1,0,0,Neutral
1460,0,1,0,0,Neutral
1461,0,1,0,0,Neutral
1462,0,1,0,0,Neutral
1463,0.259,0.741,0,-0.2732,Negative
1464,0,1,0,0,Neutral
1465,0.159,0.841,0,-0.1779,Negative
1466,0.59,0.41,0,-0.802,Negative
1467,0.206,0.794,0,-0.3818,Negative
1468,0.106,0.894,0,-0.1695,Negative
1469,0,1,0,0,Neutral
1470,0,0.603,0.397,0.7405,Positive
1471,0,1,0,0,Neutral
1472,0,0,1,0.4215,Positive
1473,0,1,0,0,Neutral
1474,0,1,0,0,Neutral
1475,0,0.664,0.336,0.7959,Positive
1476,0.045,0.82,0.136,0.5336,Positive
1477,0,1,0,0,Neutral
1478,0,1,0,0,Neutral
1479,0.467,0.333,0.2,-0.6124,Negative
1480,0,0,1,0.2732,Positive
1481,0,1,0,0,Neutral
1482,0,1,0,0,Neutral
1483,0,1,0,0,Neutral
1484,0,1,0,0,Neutral
1485,0,0.919,0.081,0.2577,Positive
1486,0.25,0.532,0.219,-0.1363,Negative
1487,0,1,0,0,Neutral
1488,0,1,0,0,Neutral
1489,0,0.294,0.706,0.7004,Positive
1490,0,1,0,0,Neutral
1491,0,1,0,0,Neutral
1492,0,0.691,0.309,0.4824,Positive
1493,0,1,0,0,Neutral
1494,0,0.918,0.082,0.3795,Positive
1495,0,1,0,0,Neutral
1496,0.241,0.759,0,-0.5423,Negative
1497,0,1,0,0,Neutral
1498,0,1,0,0,Neutral
1499,0,1,0,0,Neutral
1500,0,0.49,0.51,0.6369,Positive
1501,0.171,0.693,0.136,-0.2732,Negative
1502,0.131,0.679,0.189,0.3129,Positive
1503,0,1,0,0,Neutral
1504,0,1,0,0,Neutral
1505,0,1,0,0,Neutral
